srch_destination_id,rows,searches,click_rate,booking_rate,avg_price
20905,10497,382,0.041821472801752885,0.02286367533581023,235.27748404305993
4182,10420,378,0.040211132437619965,0.026103646833013437,121.35580326295585
19215,10401,365,0.03970772041149889,0.027016633016056148,138.18268339582733
7434,10388,363,0.038313438582980364,0.027339237581825184,158.2494551405468
8660,10094,402,0.04388745789577967,0.023776500891618785,265.73400931246283
27730,9941,418,0.04858666130167991,0.023840659893370888,1092.5030198169197
5872,9870,342,0.03779128672745694,0.022087132725430596,328.74315501519754
1986,9717,342,0.03890089533806731,0.026345579911495318,153.12772666460842
2518,9686,332,0.038096221350402644,0.023435886846995664,124.58423807557298
25556,9551,345,0.04282274107423306,0.024185949115275888,232.76348445188987
19898,9495,333,0.03886255924170616,0.02738283307003686,575.9599515534492
4075,9345,332,0.038309256286784374,0.027501337613697163,138.79537292669878
2142,9326,343,0.041389663306883984,0.02605618700407463,159.12157302165988
15438,9257,356,0.045479096899643516,0.025494220589823917,158.3091185049152
16076,8892,334,0.0441970310391363,0.027215474583895637,202.1317465137202
9412,8836,337,0.042326844726120416,0.024219103666817565,153.3265301041195
9899,8814,278,0.035171318357159066,0.017699115044247787,141.1639074200136
4748,8768,296,0.038777372262773724,0.028512773722627737,107.82960310218978
11308,8715,340,0.04520940906483075,0.026965002868617326,316.6683430866322
7384,8669,295,0.037605260122274775,0.026877379167147306,130.54968508478487
9358,8498,317,0.04330430689574018,0.02682984231583902,169.85427512355847
25964,8425,283,0.04332344213649852,0.027655786350148367,147.8710160237389
18495,8400,292,0.03761904761904762,0.023214285714285715,171.0002130952381
16858,8318,280,0.03738879538350565,0.0207982688146189,112.49996874248617
26392,8300,292,0.0372289156626506,0.024457831325301205,129.21203734939758
27620,8218,307,0.04319785835969822,0.027257240204429302,208.53663300073012
21382,8190,273,0.039926739926739924,0.028327228327228327,86.41108058608059
16570,8097,295,0.039644312708410526,0.026306039273805114,140.08515252562677
44,8062,265,0.038079880922847927,0.028404862317042916,98.37639667576283
17759,7992,302,0.04567067067067067,0.020645645645645645,231.6027077077077
28150,7933,282,0.03983360645405269,0.02332030757594857,239.23245682591707
10424,7833,279,0.040597472232860976,0.024511681348142474,128.75269756159835
6443,7765,256,0.034642627173213134,0.02678686413393432,106.08989568576948
27770,7684,307,0.046980739198334204,0.0269390942217595,195.64521343050495
26037,7651,258,0.03581231211606326,0.0235263364266109,218.09996471049536
23840,7616,272,0.04004726890756303,0.02468487394957983,186.80104648109244
4072,7579,292,0.04631217838765009,0.024013722126929673,864.2966895368783
18139,7496,264,0.03922091782283885,0.027614727854855924,161.09850320170756
4045,7485,332,0.049432197728790914,0.028724114896459586,204.60475083500336
12588,7440,304,0.04690860215053763,0.0271505376344086,271.8191989247312
13927,7414,268,0.040194227137847316,0.02616671162665228,142.12433773941194
15764,7314,264,0.041427399507793276,0.02720809406617446,129.12267022149302
2173,7234,265,0.03925905446502626,0.022670721592479955,178.34416781863422
24131,7211,245,0.03716544168631258,0.027042019137428926,122.40022327000416
26928,7155,242,0.03843466107617051,0.02753319357092942,151.4082278127184
17311,7141,243,0.04033048592634085,0.020165242963170425,140.44077440134436
7473,7080,233,0.03884180790960452,0.022598870056497175,111.42554378531074
24232,6988,240,0.037492844876931886,0.026187750429307384,130.89142673153978
16822,6973,256,0.04216262727663846,0.024953391653520722,159.2476939624265
20551,6953,234,0.03566805695383288,0.021141953113763844,90.10689918020998
3715,6893,270,0.045118235891484115,0.025533149572029595,139.18169302190628
12452,6889,295,0.05051531426912469,0.02583829293075918,221.19061547394395
12582,6866,266,0.04165452956597728,0.018351296242353626,289.5103684823769
24752,6852,249,0.03925861062463514,0.02772913018096906,202.05882370110916
9371,6831,248,0.040989606206997514,0.027082418386766213,128.33258673693456
16086,6784,252,0.04289504716981132,0.029775943396226415,923.2781382665094
10032,6758,237,0.040100621485646644,0.02337969813554306,176.50876442734537
17012,6748,223,0.03808535862477771,0.024007113218731477,226.5666227030231
8993,6734,230,0.037422037422037424,0.024502524502524502,106.90220522720522
7683,6676,226,0.03579988016776513,0.028310365488316357,140.42546584781306
18825,6659,226,0.0369424838564349,0.028983330830455022,108.95684336987536
17582,6615,246,0.041723356009070296,0.027664399092970523,164.96508994708995
22134,6593,220,0.03534051266494767,0.027605035643864705,105.7686682845442
19194,6589,241,0.040370314159963575,0.026407649112156626,186.90765821824255
13202,6473,236,0.039394407539008185,0.028734744322570678,131.01350841958904
25614,6392,241,0.045682102628285357,0.02471839799749687,4983.046231226534
5206,6304,261,0.04854060913705584,0.02950507614213198,186.89725729695434
17603,6290,209,0.04038155802861685,0.016534181240063592,124.59837678855327
10737,6278,238,0.0407773176170755,0.028990124243389613,131.81246097483276
11507,6251,243,0.04415293553031515,0.023516237402015677,163.02913773796192
25981,6095,219,0.04692370795734208,0.02461033634126333,238.2976242821985
1588,6086,242,0.04255668747946106,0.029411764705882353,144.05947420308905
6785,6006,241,0.04428904428904429,0.029304029304029304,192.39438394938395
6285,5878,216,0.042701599183395715,0.025859135760462743,154.6708132017693
19392,5819,216,0.0438219625365183,0.025262072521051726,662.1972572606977
1020,5786,208,0.03750432077428275,0.026270307639128933,126.74047182855168
17707,5718,185,0.03690101434067856,0.02291010842952081,117.90384575026232
4599,5705,203,0.03803680981595092,0.024715162138475022,123.01932515337424
25801,5702,210,0.043142756927393895,0.022623640827779727,216.86158190108733
4447,5685,215,0.04239226033421284,0.019700967458223397,1033.2881459982411
20857,5661,228,0.04592828122239887,0.02720367426249779,143.48600600600602
6695,5645,208,0.03897254207263064,0.013286093888396812,336.9712807794508
27000,5548,199,0.039293439077144915,0.028118240807498196,115.59670331651046
11323,5463,177,0.035877722862895846,0.021233754347428153,152.66110745011898
15934,5441,195,0.03896342584083808,0.022606138577467377,112.10573056423452
28201,5426,186,0.036675267231846664,0.024511610762993,106.32586067084408
19363,5366,218,0.04584420424897503,0.017517704062616473,176.993671263511
26389,5364,190,0.04064131245339299,0.0244220730797912,252.68517524235645
24521,5308,202,0.04031650339110776,0.024114544084400905,176.44663526752072
4440,5214,189,0.041618718833908705,0.024357499041043344,202.01181434599158
23769,5214,203,0.04411200613732259,0.02474108170310702,193.55759685462218
3095,5084,200,0.04287962234461054,0.023210070810385522,151.40415224232888
8714,5006,201,0.04874151018777467,0.02796644027167399,288.19974031162604
18367,5005,184,0.04395604395604396,0.026773226773226775,150.01875324675325
27608,4991,213,0.04648367060709277,0.022640753356040873,186.02996193147666
10757,4971,196,0.04988935827801247,0.023335345001005835,241.25346610339972
6678,4936,182,0.042747163695299836,0.024108589951377633,144.3545765802269
9975,4935,169,0.035866261398176294,0.02330293819655522,92.2545511651469
11846,4873,205,0.04699363841576031,0.026061974143238253,157.75579930227786
12736,4865,178,0.041109969167523124,0.023843782117163412,172.89805549845838
23666,4863,175,0.041949413942011106,0.030433888546164918,132.0471293440263
24373,4737,214,0.05362043487439307,0.027654633734431073,799.4365357821406
3544,4702,172,0.04593789876648235,0.022756273925988942,193.20840918757975
7516,4679,161,0.03782859585381492,0.018593716606112417,135.0166103868348
8081,4673,175,0.04258506312861117,0.023967472715600256,97.74230686924888
4041,4663,180,0.040531846450782755,0.025520051469011366,154.1761848595325
23676,4656,170,0.039304123711340205,0.027061855670103094,235.48500859106528
21344,4646,151,0.034222987516142916,0.026904864399483426,85.55584588893673
9137,4646,183,0.04390873869995695,0.027765820060266896,170.61770770555316
20874,4646,170,0.04046491605682307,0.026904864399483426,109.09761730520879
18547,4615,156,0.03683640303358613,0.020368364030335862,93.38478873239437
27236,4588,196,0.0472972972972973,0.02746294681778553,144.815425021796
7322,4576,177,0.047639860139860137,0.02054195804195804,225.02982736013985
8612,4561,176,0.051085288313966234,0.027406270554702915,718.159445297084
1404,4557,180,0.041474654377880185,0.026771999122229537,115.05692560895326
11230,4538,150,0.03613926840017629,0.02357866901718819,101.23979506390481
5677,4528,150,0.03909010600706714,0.01965547703180212,306.0529527385159
11537,4506,160,0.039280958721704395,0.027740790057700842,116.49852418996892
10948,4484,150,0.03568242640499554,0.027653880463871544,128.4079750223015
18933,4454,165,0.04153569824876516,0.019308486753480018,247.99359227660528
22097,4450,162,0.03797752808988764,0.031685393258426967,86.60986292134832
8026,4441,151,0.03557757261877956,0.026570592208961945,592.7826255347895
2290,4417,164,0.04460040751641386,0.025582974869821147,145.4425266017659
15632,4415,161,0.040543601359003395,0.01857304643261608,239.30331143827863
8740,4409,186,0.053073259242458606,0.026536629621229303,235.45445452483554
10446,4375,153,0.03725714285714286,0.0256,118.21698057142856
21494,4317,141,0.036599490386842716,0.023395876766272874,137.55731989807737
10343,4310,198,0.052204176334106726,0.033874709976798145,72.41274477958237
26458,4285,135,0.036406067677946324,0.02543757292882147,98.14063710618437
20497,4264,180,0.05112570356472795,0.029080675422138838,261.57985225140715
4510,4250,178,0.046588235294117646,0.030823529411764704,196.96880705882353
23695,4240,154,0.03844339622641509,0.028773584905660378,164.06820518867923
20268,4220,156,0.04312796208530806,0.025355450236966826,150.07543127962083
9026,4219,161,0.04361223038634748,0.016828632377340603,238.47883621711304
22043,4210,158,0.04204275534441805,0.023990498812351543,1328.297458432304
11381,4125,145,0.03854545454545454,0.027878787878787878,107.02848
12902,4118,154,0.045653229723166586,0.02428363283147159,83.9757479358912
18948,4109,162,0.042346069603309805,0.026283767339985397,165.2662326600146
3187,4096,182,0.047607421875,0.027587890625,219.13219482421874
22918,4053,132,0.034295583518381446,0.023439427584505304,100.30298297557364
3410,4048,144,0.039278656126482216,0.029397233201581028,121.93938735177866
11468,4024,152,0.041998011928429425,0.028578528827037774,104.87744284294234
7971,4015,140,0.038605230386052306,0.026151930261519303,139.50258281444582
9179,4015,138,0.03661270236612702,0.024159402241594023,111.4228891656289
16823,4011,139,0.03664921465968586,0.027175268012964347,100.46605086013463
18369,3984,145,0.039909638554216864,0.029367469879518073,149.94845381526105
22567,3973,140,0.03800654417316889,0.025673294739491568,122.43596023156306
15669,3969,155,0.04409171075837742,0.029982363315696647,141.38454018644495
17796,3943,164,0.047172203905655595,0.029672837940654326,230.45808267816383
9847,3920,152,0.04413265306122449,0.02729591836734694,106.34241581632654
16363,3915,138,0.04061302681992337,0.027586206896551724,234.21040868454662
12907,3897,143,0.04182704644598409,0.02771362586605081,972.2955478573261
11299,3869,134,0.03592659601964332,0.02558800723701215,104.78264150943396
18791,3846,144,0.044201768070722826,0.026001040041601663,156.71456058242327
16888,3844,127,0.035119667013527575,0.02809573361082206,104.90337929240376
9387,3839,137,0.04167752018754884,0.025527481114873664,141.21847616566814
25436,3831,136,0.04019838162359697,0.026363873662229184,147.0232759070739
4828,3817,135,0.03824993450353681,0.029604401362326435,108.94399790411317
4374,3810,147,0.04251968503937008,0.02257217847769029,191.37500524934384
23452,3783,129,0.03727200634417129,0.02590536611155168,96.45978059740946
11205,3782,153,0.0452141723955579,0.017979904812268643,248.56235589635114
9695,3776,124,0.03866525423728814,0.02621822033898305,124.2430217161017
18433,3765,144,0.044090305444887117,0.026294820717131476,148.54027357237715
27231,3733,163,0.054111974283418164,0.031877846236271094,210.60058933833378
8609,3722,170,0.053465878559914026,0.0338527673293928,1224.9195916174099
15495,3671,170,0.050667393080904385,0.02260964314900572,265.31233723780986
18310,3670,124,0.03651226158038147,0.029155313351498638,158.54297002724795
11543,3640,123,0.04038461538461539,0.02554945054945055,123.01083791208792
22835,3622,138,0.04969630038652678,0.017393705135284373,300.7201297625621
24026,3604,123,0.03662597114317425,0.02802441731409545,116.18041342952276
25423,3602,133,0.04303164908384231,0.024708495280399777,143.06556635202665
3821,3592,121,0.035634743875278395,0.02783964365256125,86.26810690423162
26531,3549,128,0.03832065370526909,0.01775147928994083,143.07856861087632
16696,3538,136,0.046353872244205764,0.023176936122102882,328.5877868852459
11530,3537,148,0.04919423240033927,0.026576194515125814,260.3916087079446
8007,3523,130,0.04456429179676412,0.02639795628725518,142.0511297189895
23561,3515,136,0.04665718349928876,0.013086770981507824,210.28585775248933
15253,3496,120,0.04061784897025172,0.020594965675057208,136.70928775743707
12079,3491,128,0.038097966198796906,0.031509596104268116,163.39379833858493
22784,3456,134,0.04456018518518518,0.016203703703703703,219.39381655092595
27397,3456,127,0.038483796296296294,0.023148148148148147,3709.829542824074
22766,3455,126,0.04138929088277858,0.015918958031837915,177.26087409551374
23431,3437,140,0.05673552516729706,0.02676752982251964,213.21963922025023
22132,3423,121,0.04002337131171487,0.028045574057843997,122.43697049371896
10775,3412,111,0.03429073856975381,0.023446658851113716,108.207203985932
24674,3404,121,0.03789659224441833,0.030846063454759105,164.80617802585192
2463,3372,188,0.06494661921708185,0.043001186239620404,113.72331553973903
3806,3366,109,0.03535353535353535,0.026440879382055853,92.53444147355911
19982,3365,131,0.0487369985141159,0.018722139673105497,144.62065676077268
16794,3331,147,0.04983488441909337,0.03182227559291504,144.71527169018313
2360,3322,133,0.046357615894039736,0.03341360626128838,144.0153642384106
17038,3321,132,0.044866004215597714,0.031616982836495035,152.13444444444445
25335,3319,111,0.039771015366074115,0.022597167821633023,147.60701416089182
3404,3317,122,0.04069942719324691,0.029243292131444075,130.06319264395538
7246,3308,124,0.03899637243047158,0.030229746070133012,92.55720979443772
15353,3306,116,0.03750756200846945,0.02631578947368421,112.32571990320629
14167,3282,115,0.03656307129798903,0.028031687995124923,128.0160054844607
18757,3282,146,0.055758683729433274,0.012797074954296161,136.686127361365
5577,3276,111,0.03540903540903541,0.027777777777777776,106.69116910866911
24949,3270,142,0.046788990825688076,0.026299694189602447,269.82352599388383
15650,3262,130,0.05303494788473329,0.02421827099938688,338.5767933782955
22616,3258,130,0.04542664211172499,0.029772866789441375,142.77107734806629
11783,3248,123,0.04310344827586207,0.03017241379310345,504.13918411330053
26120,3241,109,0.03517432891082999,0.026843566800370255,100.60750694230175
4862,3222,126,0.04779639975170701,0.02265673494723774,100.59165425201738
2045,3207,135,0.04490177736202058,0.03086997193638915,274.4752510134082
27101,3206,124,0.04086088583905178,0.02994385527136619,188.76823144104802
12410,3206,125,0.042420461634435434,0.025577043044291953,236.70958203368684
305,3204,114,0.03745318352059925,0.03089887640449438,213.97989076154806
27906,3204,135,0.0449438202247191,0.02746566791510612,280.36174469413237
5536,3179,105,0.036174897766593266,0.02768166089965398,95.4746524064171
20216,3178,124,0.04657016991818754,0.02485840151038389,162.09065135305224
8590,3173,140,0.048849669082886855,0.03277655215884021,207.54309486290578
26993,3170,120,0.044794952681388014,0.027444794952681387,319.8359684542587
11173,3157,134,0.04814697497624327,0.029458346531517264,184.42646183085208
21232,3146,117,0.04609027336300064,0.023521932612841703,167.4641576605213
26172,3142,118,0.03819223424570337,0.028962444302991726,130.45910248249524
15066,3141,111,0.038204393505253106,0.021967526265520534,132.2926392868513
20820,3140,129,0.0464968152866242,0.03630573248407643,103.39768152866242
26819,3138,125,0.04397705544933078,0.029636711281070746,131.26056086679415
5450,3130,141,0.04856230031948882,0.026517571884984027,235.80556869009587
19222,3125,104,0.0352,0.02944,87.9949696
19994,3124,108,0.03617157490396927,0.027528809218950064,106.8325
25017,3103,109,0.03867225265871737,0.02513696422816629,108.41657750563971
26765,3076,106,0.03673602080624187,0.024057217165149546,134.00630364109233
4687,3073,105,0.03514480963228116,0.027985681744223886,98.1073901724699
14053,3069,154,0.05897686542847833,0.025089605734767026,181.22153470185728
18191,3065,114,0.04045676998368679,0.02903752039151713,189.08761500815663
18410,3064,101,0.033942558746736295,0.028067885117493474,113.31074412532637
14177,3045,111,0.03842364532019704,0.02200328407224959,644.1171133004926
19274,3044,104,0.03745072273324573,0.026609724047306178,103.36937582128778
22945,3044,101,0.035479632063074903,0.026609724047306178,97.08092312746386
10999,3039,99,0.0361961171437973,0.022375781507074696,162.98921026653505
7723,3021,119,0.04270109235352532,0.012578616352201259,312.1831876861966
20799,3015,117,0.044444444444444446,0.023880597014925373,167.1300199004975
26566,3002,99,0.03497668221185876,0.030979347101932047,97.05882078614258
16517,3001,98,0.038320559813395536,0.023992002665778073,98.05281239586805
691,2983,105,0.03821656050955414,0.02849480388870265,110.81413677505867
13233,2982,99,0.03722334004024145,0.02716297786720322,94.32236753856472
28340,2977,121,0.04568357406785355,0.024521330198186093,184.5788209606987
6659,2965,108,0.040809443507588535,0.010792580101180439,268.425807757167
21636,2963,98,0.03442456969287884,0.026662166722915964,157.8562132973338
9037,2956,101,0.03585926928281461,0.02706359945872801,144.7240155615697
21913,2949,96,0.038996269922007464,0.026449643947100712,121.40668362156663
10894,2945,117,0.042784380305602714,0.030560271646859084,164.13573853989814
13512,2934,122,0.04567143830947512,0.02931152010906612,123.74376278118609
19078,2926,109,0.041695146958304855,0.02631578947368421,140.60544087491456
23753,2920,115,0.04246575342465753,0.03184931506849315,150.16105821917807
12571,2919,107,0.04145255224391915,0.02946214457005824,92.28961288112367
15566,2911,108,0.04053589831672964,0.028856063208519408,135.74479903813122
19901,2911,114,0.04087942287873583,0.028512538646513225,141.27414634146342
454,2906,101,0.03750860289057123,0.031658637302133516,109.36887130075705
1721,2889,93,0.034614053305642094,0.02596053997923157,117.43392869505018
5474,2877,126,0.049356969064998264,0.02537365311087939,251.4656690997567
14669,2877,124,0.04970455335418839,0.0340632603406326,1436.2456100104275
4060,2875,142,0.05982608695652174,0.03234782608695652,266.3312904347826
7306,2852,95,0.03506311360448808,0.02664796633941094,120.16419705469845
15208,2844,101,0.04008438818565401,0.01969057665260197,238.37340014064696
25831,2842,150,0.05700211118930331,0.028149190710767064,1819.7084025334273
2343,2840,104,0.04366197183098591,0.028873239436619718,122.6053204225352
20721,2837,108,0.05075784279168136,0.02079661614381389,109.11227352837506
4427,2837,109,0.04793796263658794,0.021854071201973916,2685.1536094465987
23445,2828,109,0.042432814710042434,0.03041018387553041,161.16323550212164
15534,2827,119,0.04244782454899186,0.030420940926777502,137.83611602405378
10794,2821,101,0.038638780574264446,0.026586316908897553,110.07954980503366
7933,2816,96,0.03799715909090909,0.02734375,121.60322443181818
16052,2816,97,0.03622159090909091,0.028764204545454544,83.67731889204545
2964,2808,91,0.03739316239316239,0.0202991452991453,93.54396723646724
1638,2807,102,0.037762736017100104,0.02921268257926612,133.42904524403278
874,2792,109,0.04297994269340974,0.027936962750716332,281.9340007163324
12494,2774,95,0.039293439077144915,0.024513338139870222,113.10310382119683
23027,2774,107,0.042177361211247294,0.025234318673395817,160.32548666186014
6722,2766,95,0.039045553145336226,0.03109182935647144,81.7386406362979
15752,2766,115,0.046637744034707156,0.026030368763557483,215.37583152566884
6621,2765,112,0.04701627486437613,0.019168173598553346,248.31205786618443
5156,2759,96,0.03769481696266763,0.02790866255889815,109.62318956143531
2715,2759,98,0.03986951794128307,0.029720913374411018,121.19344327654949
6080,2746,105,0.04297159504734159,0.032046613255644577,168.17178441369262
23245,2739,102,0.040525739320920046,0.02665206279664111,130.3421321650237
13275,2734,103,0.04059985369422092,0.020848573518653987,139.22264813460131
7100,2733,88,0.03768752286864252,0.02305159165751921,134.76722283205268
15893,2713,93,0.03501658680427571,0.028013269443420568,93.23705123479543
4026,2710,96,0.04095940959409594,0.02730627306273063,121.08030258302583
2870,2709,88,0.034699150978220746,0.025839793281653745,84.82244370616463
11357,2696,90,0.03523738872403561,0.026335311572700297,88.92834569732938
1306,2689,157,0.06582372629230197,0.03644477500929714,139.77596504276684
27182,2684,120,0.05290611028315946,0.028688524590163935,174.50602459016392
7770,2672,110,0.04940119760479042,0.023577844311377244,296.2670097305389
1996,2666,101,0.04463615903975994,0.028132033008252063,143.3193023255814
7708,2661,96,0.038707252912438934,0.019917324314167605,167.76519729425027
8841,2657,109,0.04328189687617614,0.02898005269100489,192.65630033872787
24120,2657,93,0.03726006774557772,0.031990967256304105,83.00519006398194
13083,2656,102,0.04442771084337349,0.01882530120481928,219.5012048192771
1143,2654,85,0.033534287867370005,0.02637528259231349,185.7591748304446
1785,2642,101,0.04390613171839516,0.016654049962149888,111.42183194549582
14684,2629,90,0.03803727653100038,0.02700646633701027,122.4991898060099
8628,2626,90,0.0357958872810358,0.02817974105102818,100.29638994668699
24804,2612,91,0.03943338437978561,0.029479326186830017,104.70162327718224
20583,2610,90,0.0367816091954023,0.029118773946360154,84.17925670498084
17079,2604,98,0.04032258064516129,0.030337941628264208,91.75761904761904
19884,2603,113,0.04648482520169036,0.016135228582404917,282.3034076066078
601,2599,89,0.04116968064640246,0.02308580223162755,112.93005386687189
21087,2592,151,0.06442901234567901,0.04282407407407408,152.06713734567901
6592,2581,114,0.047655947307245254,0.027896164277411855,180.74387446726075
7267,2559,92,0.04298554122704181,0.020711215318483783,108.8369910121141
16170,2557,95,0.0449745795854517,0.028549080954243255,158.16281971059837
16654,2556,97,0.04107981220657277,0.02699530516431925,184.16345852895148
4637,2552,87,0.03879310344827586,0.011363636363636364,123.53262147335423
5983,2551,131,0.057624460995687965,0.027048216385731086,276.1045903567229
5797,2541,99,0.03974813065722157,0.024793388429752067,189.08159386068476
9421,2533,86,0.036320568495854716,0.02881958152388472,92.52137781287011
5454,2533,91,0.043821555467824715,0.01381760757994473,121.0329016975918
21207,2532,90,0.04028436018957346,0.024881516587677725,93.5268720379147
23435,2518,98,0.04249404289118348,0.021445591739475776,145.49200158856235
14194,2513,91,0.04257859132510943,0.029048945483485872,214.1924114604059
24994,2509,90,0.03985651654045436,0.03188521323236349,108.09261458748506
19575,2506,92,0.039505187549880284,0.02713487629688747,92.51345570630487
50,2499,96,0.042817126850740295,0.03081232492997199,147.10613045218085
11939,2499,90,0.037615046018407365,0.024409763905562223,235.13318527410962
23276,2498,98,0.04323458767013611,0.02602081665332266,166.97453162530024
519,2486,104,0.044650040225261464,0.03419147224456959,110.38660498793242
25567,2457,113,0.052503052503052504,0.031746031746031744,127.98943019943022
13319,2456,92,0.043973941368078175,0.028501628664495113,143.5490513029316
12812,2449,81,0.03429971416904859,0.02694977541853818,94.03935075541037
14856,2440,101,0.04836065573770492,0.021721311475409837,226.8924631147541
27155,2426,76,0.034212695795548226,0.023083264633140973,103.38024319868096
1047,2411,80,0.03359601824968893,0.026959767731231855,112.91997096640398
22620,2395,85,0.04050104384133612,0.01837160751565762,247.04350313152398
5350,2389,86,0.038509836751778985,0.0301381331100879,95.32159480954374
24042,2388,91,0.04690117252931323,0.022613065326633167,83.39829564489112
447,2387,101,0.048177628822790114,0.03142019271051529,186.64585672392124
6058,2383,112,0.05077633235417541,0.03273185060847671,204.37778010910617
7041,2380,84,0.037394957983193276,0.026050420168067228,125.70328571428571
7512,2379,86,0.03825136612021858,0.02648171500630517,237.80819672131145
3422,2377,238,0.1064366848969289,0.08119478334034497,50.04003365586875
11696,2377,86,0.04501472444257468,0.027345393352965923,158.42405553218342
19521,2371,84,0.036693378321383384,0.029945170814002532,97.19255166596373
3582,2359,85,0.03815175922000848,0.025010597710894446,125.41854599406527
7220,2359,101,0.0453582026282323,0.03136922424756253,168.37554048325563
22608,2351,89,0.04210974053594215,0.03445342407486176,103.25385793279456
26238,2335,104,0.05353319057815846,0.03297644539614561,203.38794860813704
4924,2331,90,0.04633204633204633,0.02059202059202059,304.03447447447445
10679,2331,78,0.035607035607035604,0.02445302445302445,144.56779064779064
26919,2323,98,0.04563065002152389,0.015497201894102454,372.27653034868706
23688,2320,85,0.04224137931034483,0.02327586206896552,165.50630603448275
13570,2315,77,0.038876889848812095,0.02678185745140389,86.2604060475162
15846,2305,74,0.03557483731019523,0.025596529284164858,89.7409978308026
19213,2303,88,0.0425531914893617,0.02735562310030395,136.46047763786365
4458,2299,91,0.04132231404958678,0.0313179643323184,161.6062592431492
5157,2295,84,0.038779956427015254,0.02832244008714597,116.56723747276688
14506,2294,75,0.03400174367916303,0.025719267654751524,85.37887968613775
26413,2289,110,0.055919615552643076,0.03494975972040192,213.19224552206202
16953,2286,129,0.05774278215223097,0.04636920384951881,147.3780358705162
17876,2284,86,0.043345008756567424,0.0297723292469352,72.39566987740805
12819,2279,72,0.03334795963141729,0.025449758666081616,119.07293988591486
11885,2270,97,0.04317180616740088,0.026872246696035242,106.80859911894272
4695,2264,85,0.04107773851590106,0.021643109540636044,188.27458922261482
8367,2258,86,0.04738706820194863,0.023914968999114262,182.71792736935342
25540,2257,77,0.03544528134692069,0.024811696942844484,110.37385467434648
7363,2254,74,0.03637976929902396,0.022182786157941437,114.40859804791482
28010,2252,101,0.05017761989342807,0.03685612788632327,152.6840452930728
10475,2251,84,0.037316748111950244,0.028431808085295423,131.11308307418923
11339,2250,77,0.036,0.029333333333333333,134.26975555555555
14304,2242,101,0.05129348795718109,0.03345227475468332,1239.7745272078503
