prop_id,rows,searches,click_rate,booking_rate,avg_price,avg_star_rating,avg_review_score
25159,1041,1041,0.0941402497598463,0.07492795389048991,245.6963976945245,4.0,4.0
4503,1038,1038,0.007707129094412331,0.0038535645472061657,342.38435452793834,5.0,4.5
1497,1036,1036,0.04922779922779923,0.02895752895752896,265.0118436293437,4.0,4.0
5322,1034,1034,0.03868471953578337,0.022243713733075435,261.79838491295936,4.0,4.0
35264,1031,1031,0.020368574199806012,0.006789524733268671,313.409582929195,4.0,4.5
30950,1030,1030,0.030097087378640777,0.02524271844660194,520.3091747572817,4.0,4.5
67477,1029,1029,0.04664723032069971,0.03498542274052478,305.4408940719145,5.0,5.0
74754,1023,1023,0.01466275659824047,0.008797653958944282,337.19975562072335,4.0,4.5
23190,1015,1015,0.04334975369458128,0.02857142857142857,304.2329852216749,4.0,4.5
4875,1011,1011,0.058358061325420374,0.03857566765578635,550.0962215628091,4.0,4.0
78838,997,997,0.044132397191574725,0.023069207622868605,426.7278335005015,4.0,4.5
7377,985,985,0.06091370558375635,0.03959390862944162,148.05609137055836,4.0,4.0
25416,984,984,0.024390243902439025,0.012195121951219513,282.06552845528455,4.0,4.5
124166,980,980,0.03979591836734694,0.02346938775510204,191.1504285714286,4.0,4.0
133689,979,979,0.059244126659857,0.03881511746680286,251.51069458631255,4.0,4.5
57125,969,969,0.05572755417956656,0.038183694530443756,123.42951496388028,2.0,3.5
93974,969,969,0.022703818369453045,0.011351909184726523,227.46622291021671,4.0,4.5
10746,966,966,0.041407867494824016,0.022774327122153208,387.0184057971015,5.0,4.5
60144,958,958,0.04592901878914405,0.028183716075156576,208.28070981210857,4.0,4.0
14536,956,956,0.12343096234309624,0.07322175732217573,335.467050209205,3.0,4.0
31359,953,953,0.03147953830010493,0.015739769150052464,193.4157922350472,4.0,4.0
132817,953,953,0.07345225603357818,0.03777544596012592,141.03707240293807,4.0,4.5
134786,945,945,0.0582010582010582,0.025396825396825397,325.67692063492063,5.0,4.5
65100,941,941,0.048884165781083955,0.03400637619553666,197.8924017003188,4.0,4.5
41585,933,933,0.06216505894962487,0.02679528403001072,206.7613397642015,4.0,4.0
106230,931,931,0.0719656283566058,0.047261009667024706,178.26367346938775,4.0,4.0
99894,931,931,0.03866809881847476,0.018259935553168637,236.95965628356606,4.0,4.5
25476,930,930,0.06881720430107527,0.03225806451612903,521.2119462365591,4.0,3.5
38904,925,925,0.005405405405405406,0.0,91.26254054054054,3.0,4.0
46501,924,924,0.02813852813852814,0.01948051948051948,203.86444805194805,4.0,4.5
39748,922,922,0.01735357917570499,0.008676789587852495,442.4533839479393,5.0,5.0
37788,921,921,0.05754614549402823,0.023887079261672096,349.4747882736157,4.0,4.5
8962,920,920,0.059782608695652176,0.03260869565217391,616.9741413043478,4.0,4.0
8161,911,911,0.054884742041712405,0.030735455543358946,265.1612843029638,4.0,4.0
98736,909,909,0.0484048404840484,0.030803080308030802,510.0232233223322,4.0,4.5
77109,908,908,0.042951541850220265,0.024229074889867842,389.33990088105725,3.0,4.0
31945,907,907,0.04520396912899669,0.014332965821389196,235.7189966923925,4.0,4.5
67376,905,905,0.03314917127071823,0.022099447513812154,204.79948066298343,4.0,4.5
125053,903,903,0.05094130675526024,0.031007751937984496,199.10774086378737,4.0,4.5
24041,901,901,0.05771365149833518,0.038845726970033294,244.18871254162042,4.0,4.5
56064,899,899,0.03670745272525028,0.028921023359288096,259.0311568409344,5.0,5.0
81720,895,895,0.0067039106145251395,0.0011173184357541898,379.70179888268154,4.0,4.5
77935,895,895,0.02011173184357542,0.01564245810055866,366.14407821229054,4.0,4.5
21155,894,894,0.09955257270693513,0.06711409395973154,356.5499217002237,3.0,3.0
135195,889,889,0.0562429696287964,0.021372328458942633,574.0046006749157,5.0,5.0
137514,885,885,0.02598870056497175,0.012429378531073447,224.82203389830508,5.0,4.5
68783,885,885,0.02711864406779661,0.012429378531073447,427.4075028248588,5.0,4.5
92698,883,883,0.0985277463193658,0.05889014722536806,178.3266591166478,4.0,4.0
70934,874,874,0.05034324942791762,0.034324942791762014,514.7461327231122,4.0,4.5
35043,863,863,0.07879490150637311,0.039397450753186555,290.8339049826188,4.0,4.5
106819,856,856,0.03154205607476635,0.014018691588785047,554.988714953271,5.0,5.0
11948,856,856,0.06542056074766354,0.037383177570093455,159.9127453271028,4.0,4.5
126719,853,853,0.01875732708089097,0.015240328253223915,306.9435756154748,4.0,4.5
121287,850,850,0.04470588235294118,0.021176470588235293,282.0434,4.0,4.0
21808,849,849,0.0447585394581861,0.030624263839811542,254.9630035335689,4.0,4.5
90380,842,842,0.017814726840855107,0.013064133016627079,386.47207838479807,4.0,4.5
112101,841,841,0.009512485136741973,0.005945303210463734,289.29248513674196,4.0,4.5
100081,840,840,0.06666666666666667,0.02976190476190476,188.75865476190475,4.0,4.5
68002,839,839,0.02264600715137068,0.0166865315852205,246.42143027413587,4.0,4.0
67964,837,837,0.08243727598566308,0.056152927120669056,175.64424133811232,4.0,3.5
73077,837,837,0.02867383512544803,0.023894862604540025,221.89225806451614,4.0,4.5
22578,837,837,0.2174432497013142,0.16726403823178015,205.15707287933094,4.0,4.0
112502,835,835,0.10778443113772455,0.07664670658682635,221.9080119760479,4.0,4.0
86639,834,834,0.03477218225419664,0.019184652278177457,275.9868705035971,4.0,4.5
2906,830,830,0.024096385542168676,0.014457831325301205,162.94131325301205,3.0,4.0
57114,829,829,0.021712907117008445,0.009650180940892641,237.278082026538,4.0,4.5
95369,828,828,0.04830917874396135,0.03743961352657005,210.93452898550726,4.0,4.5
124778,827,827,0.045949214026602174,0.03143893591293833,142.48790810157195,4.0,4.0
42875,823,823,0.032806804374240585,0.015795868772782502,454.559489671932,3.0,4.0
139917,822,822,0.0413625304136253,0.0267639902676399,273.3329318734793,4.0,4.5
40048,822,822,0.037712895377128956,0.0267639902676399,90.10823600973237,2.0,2.5
120248,820,820,0.1048780487804878,0.07195121951219512,182.5055,4.0,4.0
98457,819,819,0.02197802197802198,0.014652014652014652,206.34891330891332,4.0,4.5
31643,817,817,0.023255813953488372,0.017135862913096694,290.8280048959609,4.0,4.5
106421,816,816,0.04044117647058824,0.023284313725490197,187.62832107843136,3.0,4.0
53547,815,815,0.1374233128834356,0.11042944785276074,144.53403680981594,3.0,3.5
21198,814,814,0.09828009828009827,0.07371007371007371,362.3314250614251,4.0,4.5
69489,813,813,0.015990159901599015,0.006150061500615006,204.77318573185732,4.0,4.5
79068,810,810,0.04197530864197531,0.02962962962962963,226.32846913580246,5.0,4.5
74298,807,807,0.0161090458488228,0.009913258983890954,250.0739776951673,4.0,5.0
126665,805,805,0.040993788819875775,0.02360248447204969,318.29140372670804,4.0,4.5
24519,805,805,0.03229813664596273,0.018633540372670808,120.55325465838509,3.0,4.0
119316,803,803,0.0224159402241594,0.012453300124533,442.19569115815693,4.0,4.5
110940,801,801,0.08863920099875156,0.062421972534332085,416.0099375780274,3.0,0.0
7895,798,798,0.02506265664160401,0.016290726817042606,176.65350877192984,3.0,4.5
54795,798,798,0.11278195488721804,0.07142857142857142,194.63095238095238,4.0,4.5
32887,798,798,0.06641604010025062,0.03634085213032581,284.99289473684206,4.0,4.0
80545,796,796,0.09170854271356783,0.06909547738693467,205.24233668341708,4.0,4.0
113983,795,795,0.06289308176100629,0.05157232704402516,239.8182893081761,4.0,4.5
125311,793,793,0.011349306431273645,0.008827238335435058,322.6565447667087,5.0,4.5
128615,793,793,0.06431273644388398,0.03909205548549811,272.6655107187894,4.0,4.5
53341,793,793,0.11727616645649433,0.08827238335435057,146.1073518284994,4.0,4.0
68689,792,792,0.03535353535353535,0.021464646464646464,387.0098484848485,3.0,3.5
5286,792,792,0.039141414141414144,0.02904040404040404,284.98165404040407,5.0,4.5
38725,792,792,0.011363636363636364,0.007575757575757576,420.2596590909091,4.0,5.0
28132,791,791,0.02781289506953224,0.015170670037926675,215.14493046776235,4.0,4.5
64949,789,789,0.11280101394169835,0.07858048162230671,509.6094043092522,4.0,4.5
80579,789,789,0.03929024081115336,0.021546261089987327,159.46534854245883,4.0,4.5
48004,789,789,0.026615969581749048,0.01394169835234474,156.9510392902408,3.0,4.0
10107,786,786,0.04834605597964377,0.03435114503816794,220.87381679389313,4.0,4.5
75205,784,784,0.015306122448979591,0.011479591836734694,262.12542091836735,4.0,4.5
113349,784,784,0.044642857142857144,0.029336734693877552,168.65630102040816,4.0,4.0
27711,783,783,0.033205619412515965,0.020434227330779056,455.2754789272031,3.0,3.5
32842,783,783,0.02554278416347382,0.010217113665389528,243.01361430395914,4.0,4.5
10418,779,779,0.026957637997432605,0.010269576379974325,496.146700898588,4.0,4.5
85065,779,779,0.07445442875481387,0.05263157894736842,209.52910141206678,4.0,4.0
67233,778,778,0.017994858611825194,0.011568123393316195,285.4710668380463,4.0,4.5
50366,778,778,0.07069408740359898,0.032133676092544985,533.9543444730077,4.0,4.5
40463,778,778,0.08997429305912596,0.038560411311053984,244.13141388174807,4.0,4.5
76443,778,778,0.032133676092544985,0.017994858611825194,125.2258997429306,4.0,4.0
132210,778,778,0.13239074550128535,0.10282776349614396,161.87854755784062,4.0,4.0
46505,777,777,0.02445302445302445,0.015444015444015444,226.95855855855854,4.0,4.5
139366,776,776,0.019329896907216496,0.011597938144329897,371.05304123711335,4.0,4.5
4256,774,774,0.08010335917312661,0.056847545219638244,203.71041343669248,4.0,4.5
112479,771,771,0.06744487678339818,0.04409857328145266,240.68565499351493,4.0,4.0
59081,771,771,0.04539559014267185,0.028534370946822308,157.2690402075227,4.0,4.0
18569,770,770,0.032467532467532464,0.012987012987012988,307.93566233766234,4.0,4.5
32112,770,770,0.06623376623376623,0.05064935064935065,377.08640259740264,5.0,4.5
119002,768,768,0.109375,0.061197916666666664,507.63697916666666,4.0,4.0
6713,768,768,0.022135416666666668,0.013020833333333334,253.77460937499998,4.0,4.5
31442,765,765,0.1607843137254902,0.08758169934640522,255.52087581699345,4.0,4.5
73145,765,765,0.02875816993464052,0.0196078431372549,205.29177777777775,4.0,4.0
137042,763,763,0.1310615989515072,0.10484927916120576,188.60094364351244,4.0,4.5
117347,763,763,0.047182175622542594,0.019659239842726082,362.47277850589774,4.0,4.5
9522,762,762,0.024934383202099737,0.009186351706036745,180.19952755905513,3.0,4.0
95307,761,761,0.1116951379763469,0.09329829172141918,130.83390275952695,4.0,3.5
118670,761,761,0.07095926412614981,0.04336399474375821,135.07357424441525,3.0,4.0
3775,760,760,0.05131578947368421,0.034210526315789476,140.5986315789474,3.0,4.0
38758,760,760,0.02894736842105263,0.018421052631578946,143.63710526315788,3.0,3.5
35010,759,759,0.04216073781291173,0.026350461133069828,206.91172595520422,3.0,4.5
77074,757,757,0.021136063408190225,0.011889035667107,241.58376486129458,4.0,4.5
10763,756,756,0.03439153439153439,0.018518518518518517,283.46157407407406,4.0,4.5
42693,755,755,0.03576158940397351,0.022516556291390728,102.51034437086092,3.0,3.5
66917,755,755,0.045033112582781455,0.02781456953642384,475.48129801324507,4.0,4.5
108213,755,755,0.02913907284768212,0.018543046357615896,352.8792317880795,4.0,4.5
88096,753,753,0.07171314741035857,0.05444887118193891,156.53770252324037,4.0,4.0
135028,751,751,0.07190412782956059,0.05725699067909454,192.88968042609852,4.0,4.5
101520,751,751,0.043941411451398134,0.03595206391478029,196.69142476697738,4.0,4.0
61695,751,751,0.07190412782956059,0.03595206391478029,162.54965379494007,4.0,4.0
63417,750,750,0.03866666666666667,0.02266666666666667,217.47570666666667,4.0,4.5
133943,749,749,0.036048064085447265,0.014686248331108143,181.97480640854474,3.0,4.0
66606,748,748,0.020053475935828877,0.016042780748663103,311.7957620320856,4.0,4.5
63604,748,748,0.01871657754010695,0.008021390374331552,192.93442513368984,4.0,4.0
60084,746,746,0.06166219839142091,0.04155495978552279,307.7098927613941,4.0,4.5
29633,746,746,0.004021447721179625,0.0,171.34644772117963,3.0,4.5
56917,745,745,0.022818791946308724,0.01476510067114094,129.93640268456375,3.0,4.0
30435,744,744,0.043010752688172046,0.024193548387096774,572.950564516129,4.0,4.5
90920,744,744,0.06451612903225806,0.04704301075268817,165.35493279569894,3.0,3.5
70683,743,743,0.040376850605652756,0.020188425302826378,183.18375504710633,4.0,4.5
90254,742,742,0.025606469002695417,0.01752021563342318,229.8716576819407,4.0,4.5
47556,742,742,0.022911051212938006,0.008086253369272238,546.3730862533693,5.0,4.5
35817,741,741,0.012145748987854251,0.009446693657219974,344.8759649122807,4.0,4.5
114777,740,740,0.03918918918918919,0.01891891891891892,232.69824324324327,4.0,4.5
110663,740,740,0.0472972972972973,0.025675675675675677,436.38262162162164,4.0,4.0
17105,739,739,0.04059539918809202,0.017591339648173207,168.7372395128552,4.0,4.0
121267,737,737,0.032564450474898234,0.012211668928086838,318.7235142469471,4.0,4.5
94241,737,737,0.050203527815468114,0.036635006784260515,98.9816960651289,3.0,3.5
110915,734,734,0.09400544959128065,0.043596730245231606,509.0278201634877,4.0,4.0
131917,733,733,0.08867667121418826,0.06002728512960437,149.64077762619374,4.0,4.0
31486,732,732,0.05191256830601093,0.028688524590163935,180.4341120218579,4.0,4.0
106262,732,732,0.00819672131147541,0.00546448087431694,411.91975409836067,4.0,4.5
106307,731,731,0.012311901504787962,0.008207934336525308,295.43935704514365,4.0,4.5
128090,730,730,0.08082191780821918,0.03972602739726028,232.49608219178083,3.0,4.0
44213,729,729,0.149519890260631,0.0823045267489712,512.3797668038409,4.0,4.0
77574,728,728,0.03708791208791209,0.024725274725274724,162.78024725274724,3.0,4.0
24092,728,728,0.05631868131868132,0.038461538461538464,416.7488186813187,4.0,4.0
18635,728,728,0.03571428571428571,0.017857142857142856,239.00407967032967,4.0,4.5
73173,727,727,0.03576341127922971,0.02200825309491059,285.714181568088,4.0,4.0
106236,727,727,0.0343878954607978,0.026134800550206328,297.0364236588721,5.0,4.5
20430,726,726,0.030303030303030304,0.02203856749311295,204.97592286501376,4.0,4.0
63105,726,726,0.03168044077134986,0.026170798898071626,202.73028925619835,4.0,4.0
126899,726,726,0.015151515151515152,0.011019283746556474,271.04807162534433,5.0,4.5
5505,725,725,0.02620689655172414,0.016551724137931035,2338.669365517241,3.0,3.5
88218,724,724,0.08977900552486189,0.06353591160220995,132.45765193370164,4.0,3.5
51178,723,723,0.13831258644536654,0.09681881051175657,146.53113416320883,3.0,4.0
113229,723,723,0.030428769017980636,0.015214384508990318,291.7495159059474,5.0,4.5
45896,722,722,0.07063711911357341,0.02077562326869806,106.38790858725763,4.0,3.5
25564,722,722,0.029085872576177285,0.018005540166204988,403.25872576177284,4.0,4.5
135551,721,721,0.09292649098474341,0.05825242718446602,220.01513176144243,4.0,4.0
129643,717,717,0.03905160390516039,0.02510460251046025,254.40807531380753,4.0,4.5
65606,716,716,0.0893854748603352,0.06564245810055866,148.61055865921787,4.0,4.0
139197,715,715,0.02097902097902098,0.009790209790209791,558.8084195804196,4.0,4.0
80034,714,714,0.05322128851540616,0.03361344537815126,159.58124649859943,3.0,4.0
64762,712,712,0.046348314606741575,0.023876404494382022,344.52310393258426,4.0,4.5
96099,712,712,0.025280898876404494,0.016853932584269662,177.05782303370788,4.0,4.5
118766,712,712,0.056179775280898875,0.02247191011235955,145.27390449438204,4.0,3.5
114209,711,711,0.04922644163150492,0.03234880450070324,675.5941068917018,4.0,4.5
102874,711,711,0.0829817158931083,0.05063291139240506,238.07181434599156,4.0,4.0
36412,710,710,0.061971830985915494,0.04366197183098591,2371.648450704225,4.0,4.5
14024,710,710,0.04929577464788732,0.030985915492957747,199.58804225352114,4.0,4.5
43657,709,709,0.0930888575458392,0.06064880112834979,152.45820874471084,4.0,4.0
127861,706,706,0.028328611898016998,0.019830028328611898,397.1592492917847,4.0,4.5
59526,706,706,0.05099150141643059,0.04107648725212465,109.72893767705384,3.0,3.5
61011,704,704,0.05539772727272727,0.03551136363636364,200.38372159090912,4.0,4.5
139165,704,704,0.024147727272727272,0.014204545454545454,651.8888636363637,4.0,4.5
79398,702,702,0.039886039886039885,0.027065527065527065,247.57582621082622,4.0,4.5
126818,701,701,0.034236804564907276,0.02282453637660485,2302.1705135520683,3.0,3.5
96112,701,701,0.025677603423680456,0.018544935805991442,142.52861626248216,3.0,4.0
57170,699,699,0.022889842632331903,0.012875536480686695,201.5989270386266,4.0,4.5
85430,698,698,0.015759312320916905,0.0057306590257879654,129.85200573065902,3.0,3.5
100664,698,698,0.04154727793696275,0.02005730659025788,582.5208452722063,4.0,4.0
64017,698,698,0.09025787965616046,0.055873925501432664,143.3001146131805,4.0,4.0
133846,698,698,0.08739255014326648,0.06446991404011461,156.39704871060172,3.0,4.0
125744,697,697,0.054519368723098996,0.035868005738880916,512.4564131994262,4.0,4.0
28495,696,696,0.0617816091954023,0.034482758620689655,121.01778735632185,4.0,4.0
36427,696,696,0.04454022988505747,0.033045977011494254,249.01366379310346,4.0,3.5
11414,696,696,0.03735632183908046,0.015804597701149427,181.50070402298851,3.0,4.0
25070,695,695,0.02446043165467626,0.017266187050359712,305.0111654676259,4.0,4.5
8374,694,694,0.03602305475504323,0.01585014409221902,558.6168443804034,5.0,4.5
22013,693,693,0.05194805194805195,0.025974025974025976,164.4074025974026,3.0,3.5
84526,693,693,0.06349206349206349,0.046176046176046176,183.30972582972583,4.0,4.5
18859,693,693,0.01875901875901876,0.005772005772005772,233.07252525252525,4.0,4.0
115994,692,692,0.031791907514450865,0.023121387283236993,91.07770231213873,2.0,3.5
79106,692,692,0.01300578034682081,0.011560693641618497,85.92947976878612,2.0,4.0
67688,691,691,0.0694645441389291,0.04052098408104197,341.41369030390734,4.0,4.0
37346,691,691,0.013024602026049204,0.004341534008683068,282.28023154848046,4.0,4.0
25236,685,685,0.10072992700729927,0.07591240875912408,162.72315328467153,4.0,3.0
19743,685,685,0.03795620437956204,0.01897810218978102,166.57751824817518,4.0,4.0
54116,684,684,0.05116959064327485,0.03216374269005848,612.2769736842106,4.0,4.5
77465,683,683,0.005856515373352855,0.0029282576866764276,549.9914348462665,5.0,5.0
54739,682,682,0.09237536656891496,0.06158357771260997,131.8484017595308,3.0,3.5
57169,681,681,0.041116005873715125,0.024963289280469897,139.21372980910425,3.0,4.0
136880,681,681,0.03524229074889868,0.022026431718061675,239.61237885462555,4.0,4.5
115763,680,680,0.047058823529411764,0.022058823529411766,215.19699999999997,3.0,4.0
5961,679,679,0.01914580265095729,0.007363770250368188,433.5121207658321,4.0,4.5
62168,679,679,0.027982326951399118,0.016200294550810016,426.1870103092783,5.0,5.0
115213,677,677,0.04579025110782865,0.03545051698670606,231.0508271787297,4.0,4.5
131352,676,676,0.04437869822485207,0.023668639053254437,134.1969674556213,3.0,4.0
98106,676,676,0.057692307692307696,0.03550295857988166,181.59813609467454,4.0,4.5
41488,676,676,0.04881656804733728,0.042899408284023666,117.47081360946746,3.0,4.0
8134,675,675,0.01925925925925926,0.013333333333333334,250.90924444444443,4.0,4.5
56880,675,675,0.056296296296296296,0.03851851851851852,180.06226666666666,4.0,4.0
72731,675,675,0.03259259259259259,0.023703703703703703,445.86487407407407,5.0,4.0
126732,675,675,0.054814814814814816,0.03851851851851852,202.39237037037037,4.0,4.5
110189,674,674,0.02967359050445104,0.010385756676557863,123.46129080118695,4.0,3.5
38571,673,673,0.03268945022288262,0.02526002971768202,156.25579494799405,4.0,3.5
87154,673,673,0.029717682020802376,0.01634472511144131,196.48747399702825,3.0,3.5
75972,670,670,0.07462686567164178,0.04328358208955224,141.5500447761194,3.0,4.0
103908,670,670,0.05223880597014925,0.03283582089552239,586.1023432835821,3.0,3.5
44170,670,670,0.026865671641791045,0.01791044776119403,447.78111940298515,4.0,4.5
122299,669,669,0.03139013452914798,0.02242152466367713,501.910687593423,4.0,4.5
39355,669,669,0.03288490284005979,0.013452914798206279,264.438908819133,5.0,4.5
121350,668,668,0.03143712574850299,0.017964071856287425,275.6054041916168,4.0,4.5
29927,667,667,0.06746626686656672,0.049475262368815595,247.54254872563718,4.0,4.5
115954,666,666,0.09309309309309309,0.05405405405405406,84.25235735735735,3.0,3.0
98239,666,666,0.021021021021021023,0.016516516516516516,504.6031681681682,3.0,4.0
116505,666,666,0.036036036036036036,0.03153153153153153,204.65186186186187,4.0,4.0
48153,666,666,0.06456456456456457,0.05555555555555555,99.18348348348349,2.0,3.5
29604,665,665,0.05112781954887218,0.03609022556390978,137.64813533834587,4.0,3.5
89951,664,664,0.06626506024096386,0.04066265060240964,191.2446987951807,4.0,4.0
126264,663,663,0.02564102564102564,0.007541478129713424,277.4639064856712,4.0,3.5
6439,662,662,0.03625377643504532,0.022658610271903322,392.317416918429,5.0,4.5
82404,662,662,0.03625377643504532,0.021148036253776436,233.8487160120846,4.0,4.5
91687,659,659,0.015174506828528073,0.009104704097116844,247.73731411229136,4.0,4.5
134845,658,658,0.03951367781155015,0.02127659574468085,281.99981762917935,5.0,4.5
81465,658,658,0.06838905775075987,0.0364741641337386,160.4330395136778,4.0,4.5
15802,658,658,0.019756838905775075,0.010638297872340425,3509.550288753799,5.0,4.5
67887,656,656,0.042682926829268296,0.027439024390243903,232.6002743902439,5.0,4.5
30417,655,655,0.050381679389312976,0.024427480916030534,362.3487328244275,3.0,4.0
53141,654,654,0.11009174311926606,0.09327217125382263,423.0916360856269,4.0,4.0
105745,654,654,0.06269113149847094,0.04434250764525994,134.69961773700305,3.0,4.5
7051,653,653,0.04134762633996937,0.021439509954058193,314.50638591117917,4.0,4.5
119794,653,653,0.06278713629402756,0.036753445635528334,198.5468606431853,4.0,4.0
53916,652,652,0.013803680981595092,0.007668711656441718,244.01495398773005,4.0,4.5
16325,651,651,0.030721966205837174,0.018433179723502304,181.8294777265745,3.0,4.5
38913,651,651,0.04608294930875576,0.03225806451612903,169.27344086021503,3.0,4.0
22471,650,650,0.06615384615384616,0.027692307692307693,187.8404,3.0,4.0
560,649,649,0.01078582434514638,0.0030816640986132513,333.3483821263482,3.0,4.5
59098,649,649,0.0724191063174114,0.05701078582434515,204.6330970724191,5.0,4.5
100748,648,648,0.06944444444444445,0.05246913580246913,648.7775462962964,4.0,4.0
95182,648,648,0.06944444444444445,0.038580246913580245,134.0101851851852,4.0,4.0
48375,648,648,0.11419753086419752,0.07098765432098765,164.92885802469135,4.0,3.5
39526,644,644,0.020186335403726708,0.010869565217391304,622.7784937888198,4.0,4.5
